"contrast","log_rr","variance","imputation"
"cancer_and_pain_vs_cancer_only",0.0355634875562173,0.00288678052489695,9
"pain_only_vs_neither",0.201677599560567,0.00105183694164331,9
"cancer_only_vs_neither",0.218614830963707,0.00262861858116839,9
"pain_only_vs_cancer_only",-0.0169372314031402,0.00237107773381379,9
"cancer_and_pain_vs_neither",0.254091134485436,0.00159656263149835,10
"cancer_and_pain_vs_cancer_only",0.0354038816255431,0.00288408007965433,10
"pain_only_vs_neither",0.201637153411151,0.0010512056938692,10
"cancer_only_vs_neither",0.218687252859893,0.00262633042302303,10
"pain_only_vs_cancer_only",-0.0170500994487421,0.00236757259458741,10
"cancer_and_pain_vs_neither",0.254206005656747,0.00159506773391932,11
"cancer_and_pain_vs_cancer_only",0.0353777480282992,0.00288518777612366,11
"pain_only_vs_neither",0.201737121565354,0.00105155572127992,11
"cancer_only_vs_neither",0.218828257628448,0.00262509283392012,11
"pain_only_vs_cancer_only",-0.017091136063094,0.00236695806826944,11
"cancer_and_pain_vs_neither",0.25404158288395,0.00159649305796597,12
"cancer_and_pain_vs_cancer_only",0.0353079890034554,0.0028854260758943,12
"pain_only_vs_neither",0.201570097103808,0.00105078704916799,12
"cancer_only_vs_neither",0.218733593880494,0.0026263433423462,12
"pain_only_vs_cancer_only",-0.0171634967766862,0.00236775455900714,12
"cancer_and_pain_vs_neither",0.254062226785729,0.00159666220611193,13
"cancer_and_pain_vs_cancer_only",0.0353036527843343,0.00288610800187763,13
"pain_only_vs_neither",0.201502878810016,0.00104643572153169,13
"cancer_only_vs_neither",0.218758574001395,0.00262513253941069,13
"pain_only_vs_cancer_only",-0.0172556951913792,0.00236920575712945,13
"cancer_and_pain_vs_neither",0.254099664519165,0.00159581200011327,14
"cancer_and_pain_vs_cancer_only",0.0352596170433887,0.00288456475040624,14
"pain_only_vs_neither",0.201793571300707,0.00105272534872803,14
"cancer_only_vs_neither",0.218840047475776,0.00262505435009102,14
"pain_only_vs_cancer_only",-0.0170464761750685,0.00236683459887201,14
"cancer_and_pain_vs_neither",0.254137382581752,0.00159518177263903,15
"cancer_and_pain_vs_cancer_only",0.0353698138588141,0.00288463733691369,15
"pain_only_vs_neither",0.201746414568545,0.00105143982822666,15
"cancer_only_vs_neither",0.218767568722938,0.00262542165683677,15
"pain_only_vs_cancer_only",-0.0170211541543923,0.00236767586470895,15
"cancer_and_pain_vs_neither",0.254234365441858,0.00159518803717693,16
"cancer_and_pain_vs_cancer_only",0.0353639711638715,0.00288501952989658,16
"pain_only_vs_neither",0.201804132843517,0.00105257318104666,16
"cancer_only_vs_neither",0.218870394277986,0.00262482794570333,16
"pain_only_vs_cancer_only",-0.0170662614344696,0.00236762732999975,16
"cancer_and_pain_vs_neither",0.253927436181539,0.00159652098596477,17
"cancer_and_pain_vs_cancer_only",0.0351513846546896,0.0028856140693781,17
"pain_only_vs_neither",0.201621793822248,0.00104679204561335,17
"cancer_only_vs_neither",0.21877605152685,0.0026247781261982,17
"pain_only_vs_cancer_only",-0.0171542577046017,0.00236921174093791,17
"cancer_and_pain_vs_neither",0.254062827509846,0.00159574704715448,18
"cancer_and_pain_vs_cancer_only",0.0353578552328885,0.00288423934061381,18
"pain_only_vs_neither",0.201636503501518,0.0010520898193502,18
"cancer_only_vs_neither",0.218704972276957,0.00262656589754844,18
"pain_only_vs_cancer_only",-0.0170684687754391,0.002369798945536,18
"cancer_and_pain_vs_neither",0.254067552131037,0.00159495298152297,19
"cancer_and_pain_vs_cancer_only",0.0352596805333528,0.00288507997590628,19
"pain_only_vs_neither",0.201743311747435,0.00105276005381342,19
"cancer_only_vs_neither",0.218807871597685,0.00262521373986625,19
"pain_only_vs_cancer_only",-0.0170645598502498,0.00236769587597675,19
"cancer_and_pain_vs_neither",0.254162050040298,0.00159560130839356,20
"cancer_and_pain_vs_cancer_only",0.0353696060170337,0.00288502252305704,20
"pain_only_vs_neither",0.201688349064383,0.00105241088367923,20
"cancer_only_vs_neither",0.218792444023264,0.00262603825049382,20
"pain_only_vs_cancer_only",-0.0171040949588815,0.00236789489613896,20
