"imputation","contrast","estimate","variance"
17,"cancer_and_pain_vs_neither",0.112626781718322,0.000639080191954938
17,"cancer_and_pain_vs_cancer_only",0.0465192639644174,0.0017258393064932
17,"pain_only_vs_neither",0.108906241920123,0.000295978661181355
17,"cancer_only_vs_neither",0.0661075177539051,0.00141072279230272
17,"pain_only_vs_cancer_only",0.042798724166218,0.00136981050434339
18,"cancer_and_pain_vs_neither",0.112590550966752,0.000638695330251107
18,"cancer_and_pain_vs_cancer_only",0.0465534378093887,0.00172415529486154
18,"pain_only_vs_neither",0.10897875112534,0.000297121909480604
18,"cancer_only_vs_neither",0.0660371131573632,0.00140967071860498
18,"pain_only_vs_cancer_only",0.0429416379679771,0.0013677446526795
19,"cancer_and_pain_vs_neither",0.112647957427112,0.000639357561500385
19,"cancer_and_pain_vs_cancer_only",0.0465148168227454,0.00172635771546538
19,"pain_only_vs_neither",0.10886746024394,0.000296930667508013
19,"cancer_only_vs_neither",0.0661331406043671,0.00141073116040239
19,"pain_only_vs_cancer_only",0.0427343196395725,0.0013690461345114
20,"cancer_and_pain_vs_neither",0.112586886023937,0.000639137439499997
20,"cancer_and_pain_vs_cancer_only",0.0465104095572808,0.00172525197093177
20,"pain_only_vs_neither",0.108897684590361,0.000296222869287168
20,"cancer_only_vs_neither",0.0660764764666558,0.00141085853221741
20,"pain_only_vs_cancer_only",0.0428212081237054,0.00136958278618557
