"imputation","contrast","estimate","variance"
6,"pain_only_vs_cancer_only",-0.00702812089807819,4.58531499661681e-05
7,"cancer_and_pain_vs_neither",0.0514822023576795,4.33850834902251e-05
7,"cancer_and_pain_vs_cancer_only",0.0154275154625433,8.05137275378373e-05
7,"pain_only_vs_neither",0.0290461313424397,1.31463843483182e-05
7,"cancer_only_vs_neither",0.0360546868951362,3.69437807279935e-05
7,"pain_only_vs_cancer_only",-0.00700855555269653,4.57643434194076e-05
8,"cancer_and_pain_vs_neither",0.051472061857791,4.34344215937153e-05
8,"cancer_and_pain_vs_cancer_only",0.0153828127998671,8.06675341793917e-05
8,"pain_only_vs_neither",0.0290519491947551,1.31346336567784e-05
8,"cancer_only_vs_neither",0.036089249057924,3.69975056789459e-05
8,"pain_only_vs_cancer_only",-0.00703729986316887,4.58845269304527e-05
9,"cancer_and_pain_vs_neither",0.0514589030641161,4.33591363559795e-05
9,"cancer_and_pain_vs_cancer_only",0.0153914195990213,8.05567099553529e-05
9,"pain_only_vs_neither",0.0290732123493007,1.3177217091202e-05
9,"cancer_only_vs_neither",0.0360674834650948,3.6963882496593e-05
9,"pain_only_vs_cancer_only",-0.00699427111579412,4.58476482175244e-05
10,"cancer_and_pain_vs_neither",0.0514538242229357,4.34131908683161e-05
10,"cancer_and_pain_vs_cancer_only",0.0153824414850149,8.05825526517982e-05
10,"pain_only_vs_neither",0.0290452477397122,1.31467254118031e-05
10,"cancer_only_vs_neither",0.0360713827379208,3.69977490937203e-05
10,"pain_only_vs_cancer_only",-0.00702613499820853,4.58400483958818e-05
11,"cancer_and_pain_vs_neither",0.0514469287947112,4.34158995888586e-05
11,"cancer_and_pain_vs_cancer_only",0.0153955781496419,8.05854769222134e-05
11,"pain_only_vs_neither",0.0290578911449009,1.31480281369544e-05
11,"cancer_only_vs_neither",0.0360513506450693,3.69719521009975e-05
11,"pain_only_vs_cancer_only",-0.0069934595001684,4.58757750475068e-05
12,"cancer_and_pain_vs_neither",0.0514659731732412,4.34176656119451e-05
12,"cancer_and_pain_vs_cancer_only",0.015387468773709,8.06225642764006e-05
12,"pain_only_vs_neither",0.0290662853369534,1.31370940039524e-05
12,"cancer_only_vs_neither",0.0360785043995322,3.6991057819568e-05
12,"pain_only_vs_cancer_only",-0.00701221906257878,4.58596499567739e-05
13,"cancer_and_pain_vs_neither",0.0514904584454307,4.33725104680064e-05
13,"cancer_and_pain_vs_cancer_only",0.0154024982367626,8.05633002911013e-05
13,"pain_only_vs_neither",0.0290579615408575,1.31453154875219e-05
13,"cancer_only_vs_neither",0.0360879602086681,3.69916760320947e-05
13,"pain_only_vs_cancer_only",-0.00702999866781064,4.58337425195943e-05
14,"cancer_and_pain_vs_neither",0.0514444869236675,4.34793306438714e-05
14,"cancer_and_pain_vs_cancer_only",0.0153758978847237,8.06857891612445e-05
14,"pain_only_vs_neither",0.0290467966663511,1.31423023639979e-05
14,"cancer_only_vs_neither",0.0360685890389439,3.69764572017531e-05
14,"pain_only_vs_cancer_only",-0.00702179237259278,4.58269895314213e-05
15,"cancer_and_pain_vs_neither",0.0514213335992191,4.33908585274504e-05
15,"cancer_and_pain_vs_cancer_only",0.0153664190795314,8.05938634335683e-05
15,"pain_only_vs_neither",0.0290274605887495,1.3139890220295e-05
15,"cancer_only_vs_neither",0.0360549145196877,3.69865647610511e-05
15,"pain_only_vs_cancer_only",-0.00702745393093825,4.58659297599281e-05
16,"cancer_and_pain_vs_neither",0.0514195518271414,4.34498875104218e-05
16,"cancer_and_pain_vs_cancer_only",0.0153740609258066,8.06655381028222e-05
16,"pain_only_vs_neither",0.0290530098410795,1.31305154045349e-05
16,"cancer_only_vs_neither",0.0360454909013348,3.69880537880656e-05
16,"pain_only_vs_cancer_only",-0.00699248106025523,4.58913655288042e-05
17,"cancer_and_pain_vs_neither",0.0514465755475338,4.34125312877471e-05
17,"cancer_and_pain_vs_cancer_only",0.0153690551011974,8.06061207803043e-05
17,"pain_only_vs_neither",0.0290418326709172,1.31466033689504e-05
17,"cancer_only_vs_neither",0.0360775204463364,3.69918997252203e-05
17,"pain_only_vs_cancer_only",-0.00703568777541912,4.58232449545895e-05
18,"cancer_and_pain_vs_neither",0.0514556776016062,4.33525097679617e-05
18,"cancer_and_pain_vs_cancer_only",0.0153916311088071,8.05363053370495e-05
18,"pain_only_vs_neither",0.0290460539510126,1.3143144514312e-05
18,"cancer_only_vs_neither",0.0360640464927991,3.69766047710788e-05
18,"pain_only_vs_cancer_only",-0.00701799254178655,4.5838346328042e-05
19,"cancer_and_pain_vs_neither",0.051407624024769,4.33883463343849e-05
19,"cancer_and_pain_vs_cancer_only",0.0153340210931004,8.06198610388282e-05
19,"pain_only_vs_neither",0.0290476972650626,1.31521742003018e-05
19,"cancer_only_vs_neither",0.0360736029316686,3.69878475404153e-05
19,"pain_only_vs_cancer_only",-0.00702590566660602,4.58501622294206e-05
20,"cancer_and_pain_vs_neither",0.0514536858982555,4.3407550916681e-05
20,"cancer_and_pain_vs_cancer_only",0.0153802613488433,8.06109349653848e-05
20,"pain_only_vs_neither",0.0290364194048816,1.31663770976751e-05
20,"cancer_only_vs_neither",0.0360734245494121,3.69862007135761e-05
20,"pain_only_vs_cancer_only",-0.0070370051445305,4.58916837985088e-05
