cohort,estimand,scenario,adjustment,contrast,n_intervals,n_persons,events,log_rr,se,rr,conf_low,conf_high,p_value
HRS,persistence,function_adjustment_sequence,mobility,cancer_and_pain_vs_cancer_only,10013,5645,5442,0.033221223502965,0.080302646090983,1.03377921020485,0.88323049986085,1.20998930134335,0.679093655482453
HRS,persistence,function_adjustment_sequence,mobility,pain_only_vs_neither,10013,5645,5442,0.170205325994244,0.0355153067097232,1.18554825020465,1.10583046412771,1.27101278103421,1.6475697138635e-06
HRS,persistence,function_adjustment_sequence,mobility,cancer_only_vs_neither,10013,5645,5442,0.135212473976758,0.0724768165543506,1.14477999447043,0.993183859801069,1.31951523658691,0.0620978808622178
HRS,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_neither,10013,5645,5442,0.168415386875112,0.0494075673713184,1.18342808905974,1.07420229425128,1.30376005475927,0.000652741290279721
HRS,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_cancer_only,10013,5645,5442,0.0325071936355529,0.0803494313862765,1.03304132444004,0.882519143498998,1.20923652009374,0.6857915628228
HRS,persistence,function_adjustment_sequence,mobility_adl,pain_only_vs_neither,10013,5645,5442,0.169544172885669,0.0355266187703912,1.18476468035203,1.10507508137068,1.27020088632222,1.82121458205546e-06
HRS,persistence,function_adjustment_sequence,mobility_adl,cancer_only_vs_neither,10013,5645,5442,0.135908193239559,0.0727497434281261,1.14557671707975,0.993343569076857,1.3211400924806,0.0617397100332898
SHARE,persistence,function_adjustment_sequence,core,cancer_and_pain_vs_neither,21550,19567,12116,0.201298464076728,0.0424621127409838,1.22298973585865,1.12532766654178,1.32912745192876,2.13022539233339e-06
SHARE,persistence,function_adjustment_sequence,core,cancer_and_pain_vs_cancer_only,21550,19567,12116,0.114307372540748,0.0643067157275598,1.12109666626089,0.988337071186525,1.27168935755126,0.0754804247112038
SHARE,persistence,function_adjustment_sequence,core,pain_only_vs_neither,21550,19567,12116,0.173662149960266,0.0326110450803207,1.18965357341056,1.1159942103694,1.26817470160536,1.00811187754336e-07
SHARE,persistence,function_adjustment_sequence,core,cancer_only_vs_neither,21550,19567,12116,0.0869910915359802,0.0625720440554106,1.09088696154774,0.964980040524189,1.23322173817028,0.164451484402143
SHARE,persistence,function_adjustment_sequence,mobility,cancer_and_pain_vs_neither,19842,18149,10906,0.15335857606965,0.045859467617022,1.16574291151939,1.06553356232265,1.27537656607966,0.000825504275199173
SHARE,persistence,function_adjustment_sequence,mobility,cancer_and_pain_vs_cancer_only,19842,18149,10906,0.085723162182885,0.0690993810759878,1.0895046704572,0.951506143061659,1.24751735509408,0.214761735644407
SHARE,persistence,function_adjustment_sequence,mobility,pain_only_vs_neither,19842,18149,10906,0.141573687799053,0.0347769408706129,1.15208539577017,1.07617397578293,1.23335147384631,4.68304684752597e-05
SHARE,persistence,function_adjustment_sequence,mobility,cancer_only_vs_neither,19842,18149,10906,0.0676354138867653,0.0657513677215255,1.06997513928067,0.940602267497291,1.21714229089076,0.303642246743626
SHARE,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_neither,19841,18148,10905,0.154078143636952,0.0457487525610079,1.16658204418044,1.06653197132349,1.27601769322998,0.00075737539927499
SHARE,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_cancer_only,19841,18148,10905,0.086873631191024,0.0690784382297891,1.09075883311409,0.952640553776545,1.24890214604015,0.208533377246379
SHARE,persistence,function_adjustment_sequence,mobility_adl,pain_only_vs_neither,19841,18148,10905,0.140956097135514,0.0347046872073404,1.1513740982541,1.07566186459233,1.23241546230039,4.87403034366906e-05
SHARE,persistence,function_adjustment_sequence,mobility_adl,cancer_only_vs_neither,19841,18148,10905,0.0672045124459282,0.0656965641064173,1.06951418477161,0.940298042850737,1.21648726180456,0.306329959844191
CHARLS,persistence,function_adjustment_sequence,core,cancer_and_pain_vs_neither,8525,6022,5075,0.0167306720598201,0.109174858896132,1.01687141355801,0.820986905265978,1.25949325754042,0.878203838124916
CHARLS,persistence,function_adjustment_sequence,core,cancer_and_pain_vs_cancer_only,8525,6022,5075,0.274614943843068,0.223988090357839,1.31602383421279,0.848407983538754,2.04137486423951,0.220189359098767
CHARLS,persistence,function_adjustment_sequence,core,pain_only_vs_neither,8525,6022,5075,0.142936712416529,0.0252552657731599,1.15365678720536,1.09794176142176,1.21219907050584,1.51655865858315e-08
CHARLS,persistence,function_adjustment_sequence,core,cancer_only_vs_neither,8525,6022,5075,-0.257884271783248,0.206525677641254,0.772684648349303,0.515474645076782,1.1582365330612,0.211782513298327
CHARLS,persistence,function_adjustment_sequence,mobility,cancer_and_pain_vs_neither,8207,5889,4851,-0.0471329074956077,0.120270851005468,0.953960600650085,0.753625707138922,1.20755013924295,0.695139715108744
CHARLS,persistence,function_adjustment_sequence,mobility,cancer_and_pain_vs_cancer_only,8207,5889,4851,0.223686962272032,0.227817795959689,1.25067944829038,0.800252710680142,1.95463140767934,0.326164971980624
CHARLS,persistence,function_adjustment_sequence,mobility,pain_only_vs_neither,8207,5889,4851,0.124549623319833,0.0267883088884649,1.13263822433458,1.07470424488718,1.19369524529837,3.32898425800743e-06
CHARLS,persistence,function_adjustment_sequence,mobility,cancer_only_vs_neither,8207,5889,4851,-0.27081986976764,0.205724792682234,0.762753879064778,0.509648985397908,1.14155722212246,0.188033703253492
CHARLS,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_neither,8192,5880,4843,-0.0472596394267174,0.120487842562299,0.953839711041411,0.75320979977977,1.20791072371281,0.694884030701384
CHARLS,persistence,function_adjustment_sequence,mobility_adl,cancer_and_pain_vs_cancer_only,8192,5880,4843,0.22183273766405,0.228193549909951,1.24836255636349,0.798182188129237,1.95244781869032,0.330988185470688
CHARLS,persistence,function_adjustment_sequence,mobility_adl,pain_only_vs_neither,8192,5880,4843,0.123216779251655,0.0268993975967025,1.13112959979986,1.07303912777399,1.19236488067084,4.63528597550697e-06
CHARLS,persistence,function_adjustment_sequence,mobility_adl,cancer_only_vs_neither,8192,5880,4843,-0.269092377090767,0.205753593739053,0.764072669577631,0.510501343060095,1.14359551122035,0.190928248203944
HRS,persistence,complete_case,core,cancer_and_pain_vs_neither,10029,5649,5449,0.21742704643221,0.049375499493547,1.2428747540526,1.12823317338378,1.36916524943896,1.06498045970214e-05
HRS,persistence,complete_case,core,cancer_and_pain_vs_cancer_only,10029,5649,5449,0.0818875144839632,0.0785142633128324,1.08533371863952,0.930533116170484,1.26588646910668,0.296965176510782
HRS,persistence,complete_case,core,pain_only_vs_neither,10029,5649,5449,0.211046020253563,0.0356969156453701,1.23496918734881,1.15151832160568,1.32446776146323,3.37642068031589e-09
HRS,persistence,complete_case,core,cancer_only_vs_neither,10029,5649,5449,0.135539531948247,0.0731520430437041,1.14515446512669,0.992194782333813,1.32169486511006,0.0639043141028806
HRS,persistence,first_eligible_interval,core,cancer_and_pain_vs_neither,5648,5648,2612,0.182708487483935,0.0714256934139,1.20046440666878,1.04364218999145,1.38085141200589,0.010526946457247
HRS,persistence,first_eligible_interval,core,cancer_and_pain_vs_cancer_only,5648,5648,2612,-0.0381412841050232,0.102307126316105,0.962576934462951,0.787682989980563,1.17630362283557,0.709288663989264
HRS,persistence,first_eligible_interval,core,pain_only_vs_neither,5648,5648,2612,0.232802621538723,0.0484570903062517,1.2621323370018,1.14777865462012,1.38787912607841,1.55290275483316e-06
HRS,persistence,first_eligible_interval,core,cancer_only_vs_neither,5648,5648,2612,0.220849771588958,0.0930277419182735,1.24713606122149,1.03927021227408,1.49657744139102,0.0175955708800041
HRS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_neither,10029,5649,5449,0.218160368089539,0.0492288807965861,1.24378651529337,1.12938533649914,1.36977597072493,9.35570418118631e-06
HRS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_cancer_only,10029,5649,5449,0.082331990584723,0.0792536750314894,1.08581623076341,0.929598637918591,1.26828594502794,0.2988785513648
HRS,persistence,final_weight_trimmed_1st_99th_percentile,core,pain_only_vs_neither,10029,5649,5449,0.208720029401295,0.0354634172305752,1.23209999846334,1.14936889969022,1.32078604756272,3.96846480013685e-09
HRS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_only_vs_neither,10029,5649,5449,0.135828377504816,0.0736461663782112,1.14548528568125,0.991520697606368,1.32335768973848,0.0651339871808945
HRS,persistence,reduced_covariate,reduced,cancer_and_pain_vs_neither,10087,5679,5481,0.233959318998671,0.0477826420850608,1.26359308693013,1.15062705780327,1.38764987187586,9.76457954768498e-07
HRS,persistence,reduced_covariate,reduced,cancer_and_pain_vs_cancer_only,10087,5679,5481,0.105290361409802,0.0767271040176536,1.11103316468081,0.955909534968015,1.29133003476313,0.169979164357236
HRS,persistence,reduced_covariate,reduced,pain_only_vs_neither,10087,5679,5481,0.244942212877853,0.037855799942627,1.27754748527918,1.18618966582538,1.37594149077962,9.77430544768421e-11
HRS,persistence,reduced_covariate,reduced,cancer_only_vs_neither,10087,5679,5481,0.128668957588869,0.0734165597685974,1.13731356281624,0.984890456739563,1.31332589458504,0.0796728088586105
SHARE,persistence,complete_case,core,cancer_and_pain_vs_neither,21550,19567,12116,0.201298464076728,0.0424621127409838,1.22298973585865,1.12532766654178,1.32912745192876,2.13022539233339e-06
SHARE,persistence,complete_case,core,cancer_and_pain_vs_cancer_only,21550,19567,12116,0.114307372540748,0.0643067157275598,1.12109666626089,0.988337071186525,1.27168935755126,0.0754804247112038
SHARE,persistence,complete_case,core,pain_only_vs_neither,21550,19567,12116,0.173662149960266,0.0326110450803207,1.18965357341056,1.1159942103694,1.26817470160536,1.00811187754336e-07
SHARE,persistence,complete_case,core,cancer_only_vs_neither,21550,19567,12116,0.0869910915359802,0.0625720440554106,1.09088696154774,0.964980040524189,1.23322173817028,0.164451484402143
SHARE,persistence,first_eligible_interval,core,cancer_and_pain_vs_neither,19558,19558,10697,0.214420093779269,0.0440265387873834,1.23914310177621,1.13670038156924,1.35081825569532,1.11459147513904e-06
SHARE,persistence,first_eligible_interval,core,cancer_and_pain_vs_cancer_only,19558,19558,10697,0.141054817535214,0.0715724582662378,1.15148776797596,1.00077567773088,1.32489638717499,0.04874704963728
SHARE,persistence,first_eligible_interval,core,pain_only_vs_neither,19558,19558,10697,0.171554704528254,0.0350277359858754,1.18714908338657,1.10838234280689,1.271513350363,9.69739080355617e-07
SHARE,persistence,first_eligible_interval,core,cancer_only_vs_neither,19558,19558,10697,0.0733652762440544,0.0698811293794676,1.07612354749919,0.938381008012357,1.23408496079344,0.293783315208804
SHARE,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_neither,21550,19567,12116,0.197167584010109,0.0355394585854871,1.2179481322363,1.13599796071545,1.30581013709183,2.89203881797793e-08
SHARE,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_cancer_only,21550,19567,12116,0.115164330725676,0.0613563735685217,1.12205781099675,0.994920990319384,1.26544091789103,0.0605216288396622
SHARE,persistence,final_weight_trimmed_1st_99th_percentile,core,pain_only_vs_neither,21550,19567,12116,0.156619275828771,0.025645339463734,1.16955025307566,1.11221701494081,1.22983893978834,1.0144223601175e-09
SHARE,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_only_vs_neither,21550,19567,12116,0.0820032532844328,0.0589863834198831,1.08545934113178,0.96695053895586,1.21849250171836,0.164466182073037
SHARE,persistence,reduced_covariate,reduced,cancer_and_pain_vs_neither,21866,19841,12314,0.205952151988147,0.0418706188469858,1.22869441200399,1.13188824005181,1.33378005413391,8.70875164013158e-07
SHARE,persistence,reduced_covariate,reduced,cancer_and_pain_vs_cancer_only,21866,19841,12314,0.127919668933841,0.0637837417437901,1.13646170584964,1.00291005833992,1.28779764259273,0.044907318726871
SHARE,persistence,reduced_covariate,reduced,pain_only_vs_neither,21866,19841,12314,0.17435110945079,0.0324988188299426,1.19047347893882,1.11700901971865,1.26876961514032,8.10189869456248e-08
SHARE,persistence,reduced_covariate,reduced,cancer_only_vs_neither,21866,19841,12314,0.0780324830543057,0.0623556576535931,1.08115777740649,0.95677946308892,1.22170488052994,0.210784992067779
CHARLS,persistence,complete_case,core,cancer_and_pain_vs_neither,8525,6022,5075,0.0167306720598201,0.109174858896132,1.01687141355801,0.820986905265978,1.25949325754042,0.878203838124916
CHARLS,persistence,complete_case,core,cancer_and_pain_vs_cancer_only,8525,6022,5075,0.274614943843068,0.223988090357839,1.31602383421279,0.848407983538754,2.04137486423951,0.220189359098767
CHARLS,persistence,complete_case,core,pain_only_vs_neither,8525,6022,5075,0.142936712416529,0.0252552657731599,1.15365678720536,1.09794176142176,1.21219907050584,1.51655865858315e-08
CHARLS,persistence,complete_case,core,cancer_only_vs_neither,8525,6022,5075,-0.257884271783248,0.206525677641254,0.772684648349303,0.515474645076782,1.1582365330612,0.211782513298327
CHARLS,persistence,first_eligible_interval,core,cancer_and_pain_vs_neither,5703,5703,3079,0.0355710588165798,0.139146874247839,1.03621127745913,0.788871525650076,1.36110098618234,0.798231315816712
CHARLS,persistence,first_eligible_interval,core,cancer_and_pain_vs_cancer_only,5703,5703,3079,0.30278764468898,0.301059108398513,1.35362698404017,0.750303592025287,2.44208615205449,0.314539925849627
CHARLS,persistence,first_eligible_interval,core,pain_only_vs_neither,5703,5703,3079,0.146606263806132,0.0340265591569872,1.15789796692628,1.08319546157996,1.2377523257496,1.64303610461398e-05
CHARLS,persistence,first_eligible_interval,core,cancer_only_vs_neither,5703,5703,3079,-0.2672165858724,0.265192165992367,0.765507255452569,0.455215802984036,1.28730451427468,0.313630303695564
CHARLS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_neither,8525,6022,5075,0.0253560887320062,0.105295607472567,1.02568028869788,0.834419079317393,1.26078139953845,0.809703457202273
CHARLS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_and_pain_vs_cancer_only,8525,6022,5075,0.2878567584682,0.221653493479151,1.33356626836655,0.863660000299615,2.05914247679426,0.194054080987861
CHARLS,persistence,final_weight_trimmed_1st_99th_percentile,core,pain_only_vs_neither,8525,6022,5075,0.135454074786147,0.0223727367142014,1.1450566076573,1.09593109452525,1.19638418992722,1.40919394404505e-09
CHARLS,persistence,final_weight_trimmed_1st_99th_percentile,core,cancer_only_vs_neither,8525,6022,5075,-0.262500669736194,0.206081981157864,0.769125849256979,0.51354689441953,1.15189981367507,0.202745585862788
CHARLS,persistence,reduced_covariate,reduced,cancer_and_pain_vs_neither,10829,6974,6455,0.0628687077519048,0.089485472921051,1.06488701864218,0.893579836066881,1.26903530798535,0.482331433458781
CHARLS,persistence,reduced_covariate,reduced,cancer_and_pain_vs_cancer_only,10829,6974,6455,0.444591780703368,0.211421852749005,1.55985330362721,1.03067359453602,2.36073024644825,0.0354775033159268
CHARLS,persistence,reduced_covariate,reduced,pain_only_vs_neither,10829,6974,6455,0.139817647914143,0.0200676302128387,1.15006406315415,1.10570795761409,1.19619953917367,3.2303002302161e-12
CHARLS,persistence,reduced_covariate,reduced,cancer_only_vs_neither,10829,6974,6455,-0.381723072951463,0.198241513517636,0.682684080718323,0.46288839582486,1.0068464845305,0.054161137642889
HRS,persistence,exclude_HRS_2018_2020_and_2020_2022,core,cancer_and_pain_vs_neither,6584,4527,3572,0.2417629888701,0.0636937999032406,1.2734923251897,1.12403561287409,1.44282145845031,0.000147223417775078
HRS,persistence,exclude_HRS_2018_2020_and_2020_2022,core,cancer_and_pain_vs_cancer_only,6584,4527,3572,0.122322898823036,0.0899266753907263,1.13011895695259,0.947498290553635,1.34793790088775,0.173750337303794
HRS,persistence,exclude_HRS_2018_2020_and_2020_2022,core,pain_only_vs_neither,6584,4527,3572,0.211492898684635,0.04547393540417,1.23552119177192,1.13016724145094,1.35069621497588,3.3055397818025e-06
HRS,persistence,exclude_HRS_2018_2020_and_2020_2022,core,cancer_only_vs_neither,6584,4527,3572,0.119440090047064,0.0861555911987983,1.12686573157195,0.951779616969904,1.33416008743055,0.165646127352941
SHARE,persistence,include_SHARE_6_8_custom_retention_weight,core,cancer_and_pain_vs_neither,23038,20485,12840,0.20305485443664,0.0411657703033594,1.22513967075075,1.1301738011743,1.32808530094015,8.1136401057128e-07
SHARE,persistence,include_SHARE_6_8_custom_retention_weight,core,cancer_and_pain_vs_cancer_only,23038,20485,12840,0.115952752857192,0.0632879115630746,1.12294281504032,0.991943355673491,1.2712425146439,0.0669295330977792
SHARE,persistence,include_SHARE_6_8_custom_retention_weight,core,pain_only_vs_neither,23038,20485,12840,0.166091138603205,0.0307864222825115,1.18068070240996,1.11154491139219,1.25411659642012,6.85435083425392e-08
SHARE,persistence,include_SHARE_6_8_custom_retention_weight,core,cancer_only_vs_neither,23038,20485,12840,0.0871021015794478,0.061153173985907,1.09100806767864,0.967774748152799,1.22993352121639,0.154351907342219
